CustomerID  score
            4333
0              0
0.18        4594
0.19        4443
0.2         5230
0.29        5008
0.34        4549
0.36        4358
0.38        4862
0.39        4765
0.42        4332
0.43        4422
0.53        4835
0.65        4356
0.83        4458
0.84        4381
0.85        4342
1              1
1.25        4368
1.48        4411
1.63        4457
1.65        4354
1.66        4347
1.69        4836
1.95        4365
1/10/2011 11:38  4450
1/10/2011 12:28  4451
1/10/2011 16:25  4452
1/10/2011 9:43  4449
1/11/2011 13:16  4455
1/11/2011 9:47  4453
1/11/2011 9:58  4454
1/12/2011 10:20  4456
1/13/2011 10:33  4460
1/13/2011 11:54  4461
1/13/2011 12:41  4462
1/13/2011 13:36  4463
1/14/2011 10:10  4466
1/14/2011 10:15  4467
1/14/2011 10:39  4468
1/14/2011 12:24  4469
1/14/2011 13:28  4470
1/14/2011 14:39  4471
1/14/2011 9:52  4465
1/16/2011 13:25  4472
1/16/2011 16:23  4473
1/17/2011 10:52  4474
1/17/2011 13:30  4475
1/17/2011 14:49  4476
1/17/2011 16:23  4477
1/17/2011 17:44  4479
1/17/2011 17:48  4480
1/17/2011 17:54  4481
1/17/2011 17:57  4482
1/18/2011 15:00  4484
1/18/2011 15:19  4485
1/18/2011 16:05  4486
1/18/2011 16:06  4487
1/18/2011 9:44  4483
1/19/2011 11:48  4489
1/19/2011 12:07  4490
1/19/2011 12:34  4491
1/19/2011 14:12  4492
1/19/2011 14:22  4493
1/19/2011 15:08  4494
1/19/2011 9:05  4488
1/20/2011 10:48  4495
1/20/2011 14:24  4496
1/20/2011 18:08  4497
1/21/2011 11:18  4498
1/21/2011 13:07  4499
1/21/2011 15:01  4500
1/21/2011 17:05  4501
1/23/2011 10:32  4502
1/23/2011 11:15  4503
1/23/2011 13:58  4504
1/24/2011 10:28  4507
1/24/2011 13:27  4508
1/24/2011 13:46  4509
1/24/2011 13:48  4510
1/24/2011 14:24  4511
1/24/2011 9:35  4505
1/24/2011 9:39  4506
1/25/2011 13:26  4514
1/25/2011 13:37  4515
1/25/2011 13:55  4516
1/25/2011 14:45  4517
1/25/2011 15:18  4518
1/25/2011 9:37  4512
1/26/2011 12:27  4519
1/26/2011 12:29  4520
1/26/2011 12:38  4521
1/26/2011 12:43  4522
1/26/2011 16:43  4523
1/27/2011 11:30  4525
1/27/2011 12:10  4526
1/27/2011 13:38  4527
1/27/2011 13:40  4528
1/27/2011 16:17  4529
1/27/2011 16:49  4530
1/28/2011 13:54  4532
1/28/2011 14:25  4533
1/28/2011 9:34  4531
1/30/2011 12:42  4535
1/30/2011 13:51  4536
1/31/2011 15:09  4539
1/31/2011 9:51  4538
1/4/2011 13:25  4423
1/4/2011 13:30  4424
1/4/2011 15:24  4425
1/4/2011 15:50  4426
1/4/2011 16:41  4427
1/5/2011 10:08  4428
1/5/2011 10:35  4429
1/5/2011 10:39  4430
1/5/2011 11:52  4431
1/5/2011 12:13  4432
1/5/2011 12:15  4433
1/5/2011 13:37  4434
1/5/2011 13:53  4435
1/5/2011 15:09  4436
1/5/2011 15:56  4437
1/5/2011 16:50  4438
1/6/2011 14:27  4440
1/6/2011 16:03  4441
1/6/2011 9:40  4439
1/7/2011 12:28  4442
1/7/2011 13:17  4444
1/7/2011 14:09  4445
1/7/2011 14:21  4446
1/9/2011 11:05  4447
1/9/2011 11:12  4448
10.75       5062
10.79       4478
10.95       4464
10/10/2011 15:42  5199
10/10/2011 9:56  5197
10/11/2011 11:03  5201
10/11/2011 13:13  5202
10/11/2011 9:19  5200
10/12/2011 12:24  5203
10/12/2011 12:47  5204
10/13/2011 10:57  5205
10/13/2011 12:04  5206
10/13/2011 13:00  5207
10/13/2011 14:33  5208
10/17/2011 9:55  5209
10/18/2011 7:56  5210
10/19/2011 11:41  5211
10/19/2011 13:39  5212
10/19/2011 14:13  5213
10/2/2011 14:56  5188
10/20/2011 12:34  5215
10/23/2011 14:41  5217
10/24/2011 16:17  5218
10/25/2011 14:09  5219
10/27/2011 12:29  5220
10/27/2011 14:22  5221
10/27/2011 17:15  5222
10/28/2011 12:39  5223
10/3/2011 16:46  5189
10/30/2011 11:55  5224
10/31/2011 12:11  5225
10/31/2011 14:09  5226
10/31/2011 14:41  5227
10/31/2011 15:24  5228
10/4/2011 10:14  5190
10/4/2011 16:33  5191
10/6/2011 18:56  5194
10/7/2011 10:06  5195
10/7/2011 13:09  5196
11.02       4348
11/1/2011 9:29  5229
11/10/2011 10:29  5242
11/10/2011 16:21  5243
11/11/2011 13:57  5245
11/11/2011 9:05  5244
11/14/2011 15:27  5246
11/15/2011 11:30  5247
11/15/2011 14:47  5248
11/15/2011 15:33  5249
11/16/2011 10:01  5250
11/17/2011 10:52  5251
11/17/2011 13:30  5252
11/17/2011 16:39  5253
11/20/2011 13:58  5254
11/20/2011 14:14  5255
11/20/2011 15:00  5256
11/22/2011 15:41  5258
11/22/2011 8:34  5257
11/23/2011 11:11  5259
11/23/2011 12:33  5260
11/24/2011 14:40  5261
11/25/2011 15:23  5263
11/25/2011 15:32  5264
11/25/2011 9:07  5262
11/27/2011 12:24  5265
11/28/2011 13:26  5266
11/29/2011 10:45  5267
11/29/2011 11:23  5268
11/29/2011 12:46  5269
11/29/2011 15:08  5270
11/29/2011 16:33  5271
11/29/2011 18:14  5272
11/30/2011 10:48  5273
11/30/2011 11:32  5274
11/30/2011 14:05  5275
11/30/2011 14:46  5276
11/6/2011 13:53  5231
11/6/2011 15:17  5232
11/6/2011 16:07  5233
11/7/2011 12:06  5234
11/7/2011 12:29  5235
11/7/2011 16:16  5236
11/8/2011 11:09  5239
11/8/2011 13:25  5240
11/8/2011 15:24  5241
11/8/2011 9:29  5237
11/8/2011 9:44  5238
12.46       4534
12.72       4338
12.75       4334
12/1/2010 14:32  4340
12/1/2010 14:33  4341
12/1/2010 15:35  4343
12/1/2010 17:06  4349
12/10/2010 10:56  4391
12/10/2010 14:59  4392
12/10/2010 9:51  4390
12/12/2010 11:07  4393
12/12/2010 11:44  4394
12/12/2010 14:21  4395
12/13/2010 11:21  4398
12/13/2010 9:02  4396
12/13/2010 9:35  4397
12/14/2010 12:11  4399
12/14/2010 12:59  4400
12/14/2010 15:52  4401
12/14/2010 15:56  4402
12/16/2010 14:35  4403
12/17/2010 10:54  4404
12/17/2010 14:41  4405
12/17/2010 14:49  4406
12/17/2010 16:59  4407
12/17/2010 17:08  4408
12/19/2010 14:16  4409
12/19/2010 14:58  4410
12/2/2010 10:39  4351
12/2/2010 10:53  4352
12/2/2010 11:41  4353
12/2/2010 13:08  4355
12/2/2010 15:19  4357
12/2/2010 18:25  4359
12/20/2010 12:51  4412
12/20/2010 13:43  4413
12/20/2010 15:03  4414
12/21/2010 13:06  4415
12/21/2010 15:17  4416
12/21/2010 15:19  4417
12/21/2010 15:20  4418
12/21/2010 15:21  4419
12/23/2010 11:24  4420
12/23/2010 13:26  4421
12/3/2010 10:43  4360
12/3/2010 11:27  4361
12/3/2010 11:35  4362
12/3/2010 11:36  4363
12/3/2010 12:29  4364
12/3/2010 17:20  4366
12/5/2010 11:15  4367
12/5/2010 12:13  4369
12/5/2010 12:23  4370
12/5/2010 14:06  4372
12/5/2010 14:19  4373
12/5/2010 15:40  4374
12/6/2010 10:08  4377
12/6/2010 10:43  4378
12/6/2010 13:34  4379
12/6/2010 16:57  4380
12/6/2010 9:52  4375
12/7/2010 12:29  4382
12/7/2010 15:32  4383
12/7/2010 15:34  4384
12/7/2010 18:36  4385
12/8/2010 13:11  4386
12/8/2010 14:43  4387
12/9/2010 14:09  4388
12/9/2010 16:26  4389
12346       1288
12347       4297
12348       2518
12349       1824
12350        138
12352       3306
12353       1451
12354       1724
12355        564
12356       1287
12357        412
12358        801
12359        881
12360       2050
12361       2406
12362       3418
12363       1924
12364       3926
12365       1706
12370       1528
12371       2753
12372       3553
12373         98
12374        990
12375       3616
12377       3081
12378        151
12379       1907
12380       2331
12381       4261
12383       1421
12384       1776
12386        340
12388       2506
12390       1773
12391       1395
12393       3311
12394        458
12395       3785
12397       2918
12398       2542
12399       2025
12401        553
12402       1536
12403       1802
12405        939
12406       1284
12407       3243
12408       3490
12409       1940
12410        701
12412       2717
12413       1206
12414       2623
12415       3144
12417       4327
12418       1482
12420        460
12421       2335
12422       2252
12423       4200
12424       3762
12425       1959
12426       3461
12427       3371
12428       3747
12429       2629
12430       3008
12431       4136
12432       3336
12433       3992
12434       2221
12435       1771
12436        117
12437       4041
12438       2592
12441         58
12444       1742
12445       1283
12446        882
12447        630
12448       2771
12449       1270
12450       1463
12451       3603
12452       2137
12453       3230
12454       1255
12455       2960
12456       4194
12457       1559
12458       3576
12461        508
12462       1823
12463       2323
12464       3654
12465       2074
12468       2800
12471       3644
12472       3742
12473       1235
12474       3127
12475       1232
12476       4025
12477       4203
12479       3398
12480       1474
12481       3126
12483       3875
12484       4204
12488       4279
12489        415
12490       4227
12491        125
12492       2711
12493       4148
12494       3945
12497       1498
12498       1398
12500       2489
12501       3075
12502       1112
12503        339
12504       1850
12505        692
12506       1721
12507       3244
12508        903
12509       3098
12510       1605
12512        268
12513       1480
12514       1199
12515        612
12516       2100
12517       2941
12518       2117
12519        462
12520       2412
12521       1606
12522       4325
12523       2969
12524       3777
12526       1231
12527       1495
12528       4010
12530       2088
12531       2582
12532        596
12534        116
12535        578
12536       2998
12538        683
12539       2796
12540       4146
12541       1466
12544        666
12545       2522
12546       2313
12547       2650
12548       2670
12550       1786
12551        335
12552       4293
12553       3964
12556       1638
12557       3140
12559       2171
12560       4228
12561        616
12562       2442
12564       2042
12565       2192
12566       3273
12567       2093
12569       3787
12571       4277
12572       2119
12573       2641
12574       3062
12576       2459
12577        276
12578       2792
12579       2955
