CustomerID  score
0              0
0.18        4634
0.19        4483
0.2         5270
0.29        5048
0.34        4589
0.36        4398
0.38        4902
0.39        4805
0.42        4373
0.43        4462
0.53        4875
0.65        4396
0.83        4498
0.84        4421
0.85        4382
1              1
1.25        4408
1.48        4451
1.63        4497
1.65        4394
1.66        4387
1.69        4876
1.95        4405
1/10/2011 11:38  4490
1/10/2011 12:28  4491
1/10/2011 16:25  4492
1/10/2011 9:43  4489
1/11/2011 13:16  4495
1/11/2011 9:47  4493
1/11/2011 9:58  4494
1/12/2011 10:20  4496
1/13/2011 10:33  4500
1/13/2011 11:54  4501
1/13/2011 12:41  4502
1/13/2011 13:36  4503
1/14/2011 10:10  4506
1/14/2011 10:15  4507
1/14/2011 10:39  4508
1/14/2011 12:24  4509
1/14/2011 13:28  4510
1/14/2011 14:39  4511
1/14/2011 9:52  4505
1/16/2011 13:25  4512
1/16/2011 16:23  4513
1/17/2011 10:52  4514
1/17/2011 13:30  4515
1/17/2011 14:49  4516
1/17/2011 16:23  4517
1/17/2011 17:44  4519
1/17/2011 17:48  4520
1/17/2011 17:54  4521
1/17/2011 17:57  4522
1/18/2011 15:00  4524
1/18/2011 15:19  4525
1/18/2011 16:05  4526
1/18/2011 16:06  4527
1/18/2011 9:44  4523
1/19/2011 11:48  4529
1/19/2011 12:07  4530
1/19/2011 12:34  4531
1/19/2011 14:12  4532
1/19/2011 14:22  4533
1/19/2011 15:08  4534
1/19/2011 9:05  4528
1/20/2011 10:48  4535
1/20/2011 14:24  4536
1/20/2011 18:08  4537
1/21/2011 11:18  4538
1/21/2011 13:07  4539
1/21/2011 15:01  4540
1/21/2011 17:05  4541
1/23/2011 10:32  4542
1/23/2011 11:15  4543
1/23/2011 13:58  4544
1/24/2011 10:28  4547
1/24/2011 13:27  4548
1/24/2011 13:46  4549
1/24/2011 13:48  4550
1/24/2011 14:24  4551
1/24/2011 9:35  4545
1/24/2011 9:39  4546
1/25/2011 13:26  4554
1/25/2011 13:37  4555
1/25/2011 13:55  4556
1/25/2011 14:45  4557
1/25/2011 15:18  4558
1/25/2011 9:37  4552
1/26/2011 12:27  4559
1/26/2011 12:29  4560
1/26/2011 12:38  4561
1/26/2011 12:43  4562
1/26/2011 16:43  4563
1/27/2011 11:30  4565
1/27/2011 12:10  4566
1/27/2011 13:38  4567
1/27/2011 13:40  4568
1/27/2011 16:17  4569
1/27/2011 16:49  4570
1/28/2011 13:54  4572
1/28/2011 14:25  4573
1/28/2011 9:34  4571
1/30/2011 12:42  4575
1/30/2011 13:51  4576
1/31/2011 15:09  4579
1/31/2011 9:51  4578
1/4/2011 13:25  4463
1/4/2011 13:30  4464
1/4/2011 15:24  4465
1/4/2011 15:50  4466
1/4/2011 16:41  4467
1/5/2011 10:08  4468
1/5/2011 10:35  4469
1/5/2011 10:39  4470
1/5/2011 11:52  4471
1/5/2011 12:13  4472
1/5/2011 12:15  4473
1/5/2011 13:37  4474
1/5/2011 13:53  4475
1/5/2011 15:09  4476
1/5/2011 15:56  4477
1/5/2011 16:50  4478
1/6/2011 14:27  4480
1/6/2011 16:03  4481
1/6/2011 9:40  4479
1/7/2011 12:28  4482
1/7/2011 13:17  4484
1/7/2011 14:09  4485
1/7/2011 14:21  4486
1/9/2011 11:05  4487
1/9/2011 11:12  4488
10.75       5102
10.79       4518
10.95       4504
10/10/2011 15:42  5239
10/10/2011 9:56  5237
10/11/2011 11:03  5241
10/11/2011 13:13  5242
10/11/2011 9:19  5240
10/12/2011 12:24  5243
10/12/2011 12:47  5244
10/13/2011 10:57  5245
